stop_lat,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
43.259771,30415,-79.971438,1601,,,GOVERNOR'S RD & HUNTINGWOOD AVENUE,GOVERNORS at HUNTINGWOOD,0,
43.203715,51534,-79.860051,2699,,,STONE CHURCH RD E & UPPER SHERMAN AVENUE,STONE CHURCH at UPPER SHERMAN,0,
43.199206,51543,-79.840194,2698,,,STONE CHURCH RD E & UPPER OTTAWA STREET,STONE CHURCH at UPPER OTTAWA,0,
43.199291,51542,-79.841386,2697,,,STONE CHURCH RD E & UPPER OTTAWA STREET,STONE CHURCH at UPPER OTTAWA,0,
43.201525,51539,-79.85023,2696,,,STONE CHURCH RD E & UPPER GAGE AV,STONE CHURCH at UPPER GAGE,0,
43.201498,51538,-79.850898,2695,,,STONE CHURCH RD E & UPPER GAGE AVENUE,STONE CHURCH at UPPER GAGE,0,
43.200292,51540,-79.845874,2694,,,STONE CHURCH RD E & TAYMALL STREET,STONE CHURCH at TAYMALL,0,
43.205159,51532,-79.865743,2693,,,STONE CHURCH RD E & RIDGEMOUNT DRIVE,STONE CHURCH at RIDGEMOUNT,0,
43.263073,30406,-79.952805,1603,,,GOVERNOR'S RD & MAIN STREET (@ # 10),GOVERNORS at MAIN,0,
43.202629,51537,-79.854844,2691,,,STONE CHURCH RD E & RAMBO STREET,STONE CHURCH at RAMBO,0,
43.200352,51541,-79.84528,2690,,,STONE CHURCH RD E & QUINN AVENUE,STONE CHURCH at QUINN,0,
43.259643,30416,-79.971319,1602,,,GOVERNOR'S RD & HUNTINGWOOD AV OPP. (@ #260),GOVERNORS opposite HUNTINGWOOD,0,
43.257468,30420,-79.982852,1605,,,GOVERNOR'S RD & MOSS BOULEVARD,GOVERNORS at MOSS,0,
43.263144,30405,-79.953258,1604,,,GOVERNOR'S RD & MAIN STREET (@ # 15),At 15 GOVERNORS,0,
43.26217,30410,-79.957914,1607,,,GOVERNOR'S RD & OVERFIELD ST,GOVERNORS at OVERFIELD,0,
43.257602,30419,-79.982911,1606,,,GOVERNOR'S RD & MOSS BOULEVARD,GOVERNORS opposite MOSS,0,
43.24712,72730,-79.846441,1362,,,DELAWARE AV & BURRIS STREET,DELAWARE at BURRIS,0,
43.275257,30533,-79.93785,3232,,,YORK RD & FIELDGATE ST OPP. (Op. #241),YORK opposite FIELDGATE,0,
43.267134,30523,-79.948748,3233,,,YORK RD & HUNTER STREET,YORK at HUNTER,0,
43.269329,30525,-79.947633,3230,,,YORK RD & DONALD AVENUE,YORK at DONALD,0,
43.275391,30532,-79.937593,3231,,,YORK RD & FIELDGATE STREET,YORK at FIELDGATE,0,
43.265941,30521,-79.950192,3236,,,YORK RD & COOTES DR,YORK at COOTES,0,
43.262298,82515,-79.897124,1969,,,KING ST W & MACKLIN STREET,KING at MACKLIN,0,
43.228688,40450,-79.741952,1618,,,GRAY RD & ROXBOROUGH AVENUE,GRAY at ROXBOROUGH,0,
43.228341,40451,-79.741897,1619,,,GRAY RD & ROXBOROUGH AVENUE,GRAY at ROXBOROUGH,0,
43.256883,90827,-79.869396,1964,,,KING ST W,KING at JAMES,0,
43.223803,40449,-79.743779,1617,,,GRAY RD & HIGHWAY #8,GRAY at HIGHWAY 8,0,
43.226446,40444,-79.742924,1614,,,GRAY RD & CEDARDALE AVENUE OPP. (@#215),GRAY opposite CEDARDALE,0,
43.275405,30534,-79.933347,3239,,,YORK RD & OLYMPIC DRIVE,YORK at OLYMPIC,0,
43.258545,82503a,-79.875512,1960,,,KING ST W & CAROLINE STREET,KING at CAROLINE,0,
